,PlantType,DataSource,ATBTechnologyType,FuelType,ThermalOrRenewableOrStorage,Capacity (MW),Heat Rate (Btu/kWh),CAPEX(2012$/MW),FOM(2012$/MW/yr),VOM(2012$/MWh),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),CO2EmRate(lb/MMBtu),Lifetime(years),FuelPrice($/MMBtu),SO2 Scrubber,CoalType,Efficiency,Nameplate Energy Capacity (MWh),Minimum Energy Capacity (MWh),Maximum Charge Rate (MW),ECAPEX(2012$/MWH),PlantCategory,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,region,Latitude,Longitude,geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,GAMS Symbol
592,solarlat44.49lon-116.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,44.49,-116.24,POINT (-116.24 44.49),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat44.49lon-116.24ID
593,solarlat44.49lon-114.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,44.49,-114.24,POINT (-114.24 44.49),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat44.49lon-114.24ID
594,solarlat44.99lon-116.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,44.99,-116.24,POINT (-116.24 44.99),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat44.99lon-116.24ID
595,solarlat44.99lon-114.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,44.99,-114.24,POINT (-114.24 44.99),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat44.99lon-114.24ID
596,solarlat45.49lon-114.74,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,45.49,-114.74,POINT (-114.74 45.49),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat45.49lon-114.74ID
597,solarlat45.99lon-114.74,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,45.99,-114.74,POINT (-114.74 45.99),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat45.99lon-114.74ID
598,solarlat46.49lon-115.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,46.49,-115.24,POINT (-115.24 46.49),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat46.49lon-115.24ID
599,solarlat46.99lon-115.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,46.99,-115.24,POINT (-115.24 46.99),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat46.99lon-115.24ID
600,solarlat47.49lon-115.74,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,47.49,-115.74,POINT (-115.74 47.49),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat47.49lon-115.74ID
601,solarlat47.99lon-116.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,47.99,-116.24,POINT (-116.24 47.99),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,solarlat47.99lon-116.24ID
602,windlat42.49lon-113.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,42.49,-113.82,POINT (-113.82 42.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat42.49lon-113.82ID
603,windlat42.49lon-112.24,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,42.49,-112.24,POINT (-112.24 42.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat42.49lon-112.24ID
604,windlat42.74lon-115.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,42.74,-115.01,POINT (-115.01 42.74),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat42.74lon-115.01ID
605,windlat42.88lon-115.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,42.88,-115.01,POINT (-115.01 42.88),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat42.88lon-115.01ID
606,windlat42.99lon-112.74,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,42.99,-112.74,POINT (-112.74 42.99),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat42.99lon-112.74ID
607,windlat43.48lon-111.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,43.48,-111.82,POINT (-111.82 43.48),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat43.48lon-111.82ID
608,windlat43.49lon-112.74,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,43.49,-112.74,POINT (-112.74 43.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat43.49lon-112.74ID
609,windlat43.99lon-111.74,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,43.99,-111.74,POINT (-111.74 43.99),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat43.99lon-111.74ID
610,windlat44.49lon-112.74,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,ID,44.49,-112.74,POINT (-112.74 44.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,windlat44.49lon-112.74ID
611,solarlat42.49lon-113.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,42.49,-113.24,POINT (-113.24 42.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,solarlat42.49lon-113.24ID
612,solarlat42.49lon-111.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,42.49,-111.24,POINT (-111.24 42.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,solarlat42.49lon-111.24ID
613,solarlat42.99lon-111.74,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,42.99,-111.74,POINT (-111.74 42.99),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,solarlat42.99lon-111.74ID
614,solarlat43.49lon-112.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,43.49,-112.24,POINT (-112.24 43.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,solarlat43.49lon-112.24ID
615,solarlat43.99lon-112.74,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,43.99,-112.74,POINT (-112.74 43.99),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,solarlat43.99lon-112.74ID
616,solarlat44.49lon-112.24,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,ID,44.49,-112.24,POINT (-112.24 44.49),15.0,16.0,16.0,15.5448138661,6.1602837641,p16,rto1,solarlat44.49lon-112.24ID
617,windlat43.49lon-122.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,43.49,-122.61,POINT (-122.61 43.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat43.49lon-122.61OR
618,windlat43.99lon-123.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,43.99,-123.61,POINT (-123.61 43.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat43.99lon-123.61OR
619,windlat43.99lon-121.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,43.99,-121.61,POINT (-121.61 43.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat43.99lon-121.61OR
620,windlat43.99lon-119.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,43.99,-119.61,POINT (-119.61 43.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat43.99lon-119.61OR
621,windlat44.49lon-123.11,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,44.49,-123.11,POINT (-123.11 44.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat44.49lon-123.11OR
622,windlat44.49lon-121.11,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,44.49,-121.11,POINT (-121.11 44.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat44.49lon-121.11OR
623,windlat44.49lon-119.11,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,44.49,-119.11,POINT (-119.11 44.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat44.49lon-119.11OR
624,windlat44.99lon-122.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,44.99,-122.61,POINT (-122.61 44.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat44.99lon-122.61OR
625,windlat44.99lon-120.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,44.99,-120.61,POINT (-120.61 44.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat44.99lon-120.61OR
626,windlat44.99lon-118.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,44.99,-118.61,POINT (-118.61 44.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat44.99lon-118.61OR
627,windlat45.49lon-122.11,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.49,-122.11,POINT (-122.11 45.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.49lon-122.11OR
628,windlat45.49lon-120.11,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.49,-120.11,POINT (-120.11 45.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.49lon-120.11OR
629,windlat45.49lon-118.11,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.49,-118.11,POINT (-118.11 45.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.49lon-118.11OR
630,windlat45.57lon-120.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.57,-120.42,POINT (-120.42 45.57),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.57lon-120.42OR
631,windlat45.7lon-120.26,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.7,-120.26,POINT (-120.26 45.7),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.7lon-120.26OR
632,windlat45.7lon-119.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.7,-119.42,POINT (-119.42 45.7),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.7lon-119.42OR
633,windlat45.99lon-123.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.99,-123.61,POINT (-123.61 45.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.99lon-123.61OR
634,windlat45.99lon-117.61,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,OR,45.99,-117.61,POINT (-117.61 45.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,windlat45.99lon-117.61OR
635,solarlat43.99lon-122.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,43.99,-122.61,POINT (-122.61 43.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat43.99lon-122.61OR
636,solarlat43.99lon-120.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,43.99,-120.61,POINT (-120.61 43.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat43.99lon-120.61OR
637,solarlat44.49lon-122.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,44.49,-122.61,POINT (-122.61 44.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat44.49lon-122.61OR
638,solarlat44.49lon-120.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,44.49,-120.61,POINT (-120.61 44.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat44.49lon-120.61OR
639,solarlat44.49lon-118.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,44.49,-118.61,POINT (-118.61 44.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat44.49lon-118.61OR
640,solarlat44.99lon-122.11,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,44.99,-122.11,POINT (-122.11 44.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat44.99lon-122.11OR
641,solarlat44.99lon-120.11,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,44.99,-120.11,POINT (-120.11 44.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat44.99lon-120.11OR
642,solarlat45.49lon-122.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,45.49,-122.61,POINT (-122.61 45.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat45.49lon-122.61OR
643,solarlat45.49lon-120.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,45.49,-120.61,POINT (-120.61 45.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat45.49lon-120.61OR
644,solarlat45.49lon-118.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,45.49,-118.61,POINT (-118.61 45.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat45.49lon-118.61OR
645,solarlat45.49lon-116.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,45.49,-116.61,POINT (-116.61 45.49),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat45.49lon-116.61OR
646,solarlat45.99lon-118.61,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,OR,45.99,-118.61,POINT (-118.61 45.99),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,solarlat45.99lon-118.61OR
647,windlat43.99lon-105.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.99,-105.56,POINT (-105.56 43.99),22.0,23.0,23.0,6.95146069159,2.93943175995,p23,rto5,windlat43.99lon-105.56WY
648,windlat44.49lon-104.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.49,-104.56,POINT (-104.56 44.49),22.0,23.0,23.0,6.95146069159,2.93943175995,p23,rto5,windlat44.49lon-104.56WY
649,windlat44.99lon-104.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.99,-104.06,POINT (-104.06 44.99),22.0,23.0,23.0,6.95146069159,2.93943175995,p23,rto5,windlat44.99lon-104.06WY
650,solarlat43.99lon-104.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,43.99,-104.56,POINT (-104.56 43.99),22.0,23.0,23.0,6.95146069159,2.93943175995,p23,rto5,solarlat43.99lon-104.56WY
651,solarlat44.49lon-104.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,44.49,-104.06,POINT (-104.06 44.49),22.0,23.0,23.0,6.95146069159,2.93943175995,p23,rto5,solarlat44.49lon-104.06WY
652,solarlat44.99lon-105.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,44.99,-105.56,POINT (-105.56 44.99),22.0,23.0,23.0,6.95146069159,2.93943175995,p23,rto5,solarlat44.99lon-105.56WY
653,windlat44.49lon-106.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.49,-106.56,POINT (-106.56 44.49),21.0,22.0,22.0,6.97901051099,1.95827248281,p22,rto2,windlat44.49lon-106.56WY
654,windlat44.99lon-106.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.99,-106.06,POINT (-106.06 44.99),21.0,22.0,22.0,6.97901051099,1.95827248281,p22,rto2,windlat44.99lon-106.06WY
655,solarlat43.99lon-106.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,43.99,-106.56,POINT (-106.56 43.99),21.0,22.0,22.0,6.97901051099,1.95827248281,p22,rto2,solarlat43.99lon-106.56WY
656,solarlat44.49lon-106.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,44.49,-106.06,POINT (-106.06 44.49),21.0,22.0,22.0,6.97901051099,1.95827248281,p22,rto2,solarlat44.49lon-106.06WY
